Julian_Date,Date,Month,Day,Year,Season,Region,Site_HF,Hours_Presence,DayHr,Proportion_Presence,CorrPres,CorArcsin
592,08/15/11,8,15,2011,11summer,Central,8,21,24,0.875,0.875,1.209429203
593,08/16/11,8,16,2011,11summer,Central,8,23,24,0.958333333,0.958333333,1.365227396
594,08/17/11,8,17,2011,11summer,Central,8,23,24,0.958333333,0.958333333,1.365227396
595,08/18/11,8,18,2011,11summer,Central,8,23,24,0.958333333,0.958333333,1.365227396
596,08/19/11,8,19,2011,11summer,Central,8,23,24,0.958333333,0.958333333,1.365227396
597,08/20/11,8,20,2011,11summer,Central,8,23,24,0.958333333,0.958333333,1.365227396
598,08/21/11,8,21,2011,11summer,Central,8,22,24,0.916666667,0.916666667,1.277953555
599,08/22/11,8,22,2011,11summer,Central,8,23,24,0.958333333,0.958333333,1.365227396
600,08/23/11,8,23,2011,11summer,Central,8,20,24,0.833333333,0.833333333,1.150261992
601,08/24/11,8,24,2011,11summer,Central,8,23,24,0.958333333,0.958333333,1.365227396
602,08/25/11,8,25,2011,11summer,Central,8,22,24,0.916666667,0.916666667,1.277953555
603,08/26/11,8,26,2011,11summer,Central,8,23,24,0.958333333,0.958333333,1.365227396
604,08/27/11,8,27,2011,11summer,Central,8,17,24,0.708333333,0.708333333,1.000285879
605,08/28/11,8,28,2011,11summer,Central,8,23,24,0.958333333,0.958333333,1.365227396
606,08/29/11,8,29,2011,11summer,Central,8,21,24,0.875,0.875,1.209429203
607,08/30/11,8,30,2011,11summer,Central,8,23,24,0.958333333,0.958333333,1.365227396
608,08/31/11,8,31,2011,11summer,Central,8,17,24,0.708333333,0.708333333,1.000285879
609,09/01/11,9,1,2011,11summer,Central,8,6,24,0.25,0.25,0.523598776
610,09/02/11,9,2,2011,11summer,Central,8,12,24,0.5,0.5,0.785398163
611,09/03/11,9,3,2011,11summer,Central,8,9,24,0.375,0.375,0.659058036
612,09/04/11,9,4,2011,11summer,Central,8,5,24,0.208333333,0.208333333,0.473984871
613,09/05/11,9,5,2011,11summer,Central,8,5,24,0.208333333,0.208333333,0.473984871
614,09/06/11,9,6,2011,11summer,Central,8,13,24,0.541666667,0.541666667,0.827113207
615,09/07/11,9,7,2011,11summer,Central,8,13,24,0.541666667,0.541666667,0.827113207
616,09/08/11,9,8,2011,11summer,Central,8,12,24,0.5,0.5,0.785398163
617,09/09/11,9,9,2011,11summer,Central,8,23,24,0.958333333,0.958333333,1.365227396
618,09/10/11,9,10,2011,11summer,Central,8,23,24,0.958333333,0.958333333,1.365227396
619,09/11/11,9,11,2011,11summer,Central,8,23,24,0.958333333,0.958333333,1.365227396
620,09/12/11,9,12,2011,11summer,Central,8,23,24,0.958333333,0.958333333,1.365227396
621,09/13/11,9,13,2011,11summer,Central,8,23,24,0.958333333,0.958333333,1.365227396
622,09/14/11,9,14,2011,11summer,Central,8,23,24,0.958333333,0.958333333,1.365227396
623,09/15/11,9,15,2011,11summer,Central,8,21,24,0.875,0.875,1.209429203
624,09/16/11,9,16,2011,11summer,Central,8,22,24,0.916666667,0.916666667,1.277953555
625,09/17/11,9,17,2011,11summer,Central,8,19,24,0.791666667,0.791666667,1.096811456
626,09/18/11,9,18,2011,11summer,Central,8,22,24,0.916666667,0.916666667,1.277953555
627,09/19/11,9,19,2011,11summer,Central,8,12,24,0.5,0.5,0.785398163
628,09/20/11,9,20,2011,11summer,Central,8,23,24,0.958333333,0.958333333,1.365227396
629,09/21/11,9,21,2011,11summer,Central,8,23,24,0.958333333,0.958333333,1.365227396
630,09/22/11,9,22,2011,11summer,Central,8,23,24,0.958333333,0.958333333,1.365227396
631,09/23/11,9,23,2011,11summer,Central,8,22,24,0.916666667,0.916666667,1.277953555
632,09/24/11,9,24,2011,11summer,Central,8,23,24,0.958333333,0.958333333,1.365227396
633,09/25/11,9,25,2011,11summer,Central,8,23,24,0.958333333,0.958333333,1.365227396
634,09/26/11,9,26,2011,11summer,Central,8,21,24,0.875,0.875,1.209429203
635,09/27/11,9,27,2011,11summer,Central,8,23,24,0.958333333,0.958333333,1.365227396
636,09/28/11,9,28,2011,11summer,Central,8,23,24,0.958333333,0.958333333,1.365227396
637,09/29/11,9,29,2011,11summer,Central,8,22,24,0.916666667,0.916666667,1.277953555
638,09/30/11,9,30,2011,11summer,Central,8,23,24,0.958333333,0.958333333,1.365227396
639,10/01/11,10,1,2011,11summer,Central,8,21,24,0.875,0.875,1.209429203
640,10/02/11,10,2,2011,11summer,Central,8,13,24,0.541666667,0.541666667,0.827113207
641,10/03/11,10,3,2011,11summer,Central,8,22,24,0.916666667,0.916666667,1.277953555
642,10/04/11,10,4,2011,11summer,Central,8,NA,NA,NA,NA,NA
643,10/05/11,10,5,2011,11summer,Central,8,NA,NA,NA,NA,NA
644,10/06/11,10,6,2011,11summer,Central,8,NA,NA,NA,NA,NA
645,10/07/11,10,7,2011,11summer,Central,8,NA,NA,NA,NA,NA
646,10/08/11,10,8,2011,11summer,Central,8,NA,NA,NA,NA,NA
647,10/09/11,10,9,2011,11summer,Central,8,NA,NA,NA,NA,NA
648,10/10/11,10,10,2011,11summer,Central,8,NA,NA,NA,NA,NA
649,10/11/11,10,11,2011,11summer,Central,8,NA,NA,NA,NA,NA
650,10/12/11,10,12,2011,11summer,Central,8,NA,NA,NA,NA,NA
651,10/13/11,10,13,2011,11summer,Central,8,NA,NA,NA,NA,NA
652,10/14/11,10,14,2011,11summer,Central,8,NA,NA,NA,NA,NA
653,10/15/11,10,15,2011,11summer,Central,8,NA,NA,NA,NA,NA
654,10/16/11,10,16,2011,11summer,Central,8,NA,NA,NA,NA,NA
655,10/17/11,10,17,2011,11summer,Central,8,NA,NA,NA,NA,NA
656,10/18/11,10,18,2011,11summer,Central,8,NA,NA,NA,NA,NA
657,10/19/11,10,19,2011,11summer,Central,8,NA,NA,NA,NA,NA
658,10/20/11,10,20,2011,11summer,Central,8,NA,NA,NA,NA,NA
659,10/21/11,10,21,2011,11summer,Central,8,NA,NA,NA,NA,NA
660,10/22/11,10,22,2011,11summer,Central,8,NA,NA,NA,NA,NA
661,10/23/11,10,23,2011,11summer,Central,8,NA,NA,NA,NA,NA
662,10/24/11,10,24,2011,11summer,Central,8,NA,NA,NA,NA,NA
663,10/25/11,10,25,2011,11summer,Central,8,NA,NA,NA,NA,NA
664,10/26/11,10,26,2011,11summer,Central,8,NA,NA,NA,NA,NA
665,10/27/11,10,27,2011,11summer,Central,8,NA,NA,NA,NA,NA
666,10/28/11,10,28,2011,11summer,Central,8,NA,NA,NA,NA,NA
667,10/29/11,10,29,2011,11summer,Central,8,NA,NA,NA,NA,NA
668,10/30/11,10,30,2011,11summer,Central,8,NA,NA,NA,NA,NA
669,10/31/11,10,31,2011,11summer,Central,8,NA,NA,NA,NA,NA
670,11/01/11,11,1,2011,11summer,Central,8,NA,NA,NA,NA,NA
671,11/02/11,11,2,2011,11summer,Central,8,NA,NA,NA,NA,NA
672,11/03/11,11,3,2011,11summer,Central,8,NA,NA,NA,NA,NA
673,11/04/11,11,4,2011,11summer,Central,8,NA,NA,NA,NA,NA
674,11/05/11,11,5,2011,11summer,Central,8,NA,NA,NA,NA,NA
675,11/06/11,11,6,2011,11summer,Central,8,NA,NA,NA,NA,NA
676,11/07/11,11,7,2011,11summer,Central,8,NA,NA,NA,NA,NA
677,11/08/11,11,8,2011,11summer,Central,8,NA,NA,NA,NA,NA
678,11/09/11,11,9,2011,11summer,Central,8,NA,NA,NA,NA,NA
679,11/10/11,11,10,2011,11summer,Central,8,NA,NA,NA,NA,NA
680,11/11/11,11,11,2011,11summer,Central,8,NA,NA,NA,NA,NA
681,11/12/11,11,12,2011,11summer,Central,8,NA,NA,NA,NA,NA
682,11/13/11,11,13,2011,11summer,Central,8,NA,NA,NA,NA,NA
683,11/14/11,11,14,2011,11summer,Central,8,22,24,0.916666667,0.87195122,1.204843658
684,11/15/11,11,15,2011,11summer,Central,8,16,24,0.666666667,0.634146341,0.921208313
685,11/16/11,11,16,2011,11summer,Central,8,19,24,0.791666667,0.75304878,1.050725194
686,11/17/11,11,17,2011,11summer,Central,8,23,24,0.958333333,0.911585366,1.268884625
687,11/18/11,11,18,2011,11summer,Central,8,24,24,1,0.951219512,1.34809704
688,11/19/11,11,19,2011,11summer,Central,8,23,24,0.958333333,0.911585366,1.268884625
689,11/20/11,11,20,2011,11summer,Central,8,22,24,0.916666667,0.87195122,1.204843658
690,11/21/11,11,21,2011,11summer,Central,8,18,24,0.75,0.713414634,1.005890016
691,11/22/11,11,22,2011,11summer,Central,8,24,24,1,0.951219512,1.34809704
692,11/23/11,11,23,2011,11summer,Central,8,24,24,1,0.951219512,1.34809704
693,11/24/11,11,24,2011,11summer,Central,8,24,24,1,0.951219512,1.34809704
694,11/25/11,11,25,2011,11summer,Central,8,22,24,0.916666667,0.87195122,1.204843658
695,11/26/11,11,26,2011,11summer,Central,8,24,24,1,0.951219512,1.34809704
696,11/27/11,11,27,2011,11summer,Central,8,12,24,0.5,0.475609756,0.760998236
697,11/28/11,11,28,2011,11summer,Central,8,24,24,1,0.951219512,1.34809704
698,11/29/11,11,29,2011,11summer,Central,8,16,24,0.666666667,0.634146341,0.921208313
699,11/30/11,11,30,2011,11summer,Central,8,12,24,0.5,0.475609756,0.760998236
700,12/01/11,12,1,2011,11winter,Central,8,22,24,0.916666667,0.87195122,1.204843658
701,12/02/11,12,2,2011,11winter,Central,8,11,24,0.458333333,0.43597561,0.721197507
702,12/03/11,12,3,2011,11winter,Central,8,19,24,0.791666667,0.75304878,1.050725194
703,12/04/11,12,4,2011,11winter,Central,8,14,24,0.583333333,0.554878049,0.840386994
704,12/05/11,12,5,2011,11winter,Central,8,23,24,0.958333333,0.911585366,1.268884625
705,12/06/11,12,6,2011,11winter,Central,8,22,24,0.916666667,0.87195122,1.204843658
706,12/07/11,12,7,2011,11winter,Central,8,7,24,0.291666667,0.277439024,0.554742942
707,12/08/11,12,8,2011,11winter,Central,8,18,24,0.75,0.713414634,1.005890016
708,12/09/11,12,9,2011,11winter,Central,8,24,24,1,0.951219512,1.34809704
709,12/10/11,12,10,2011,11winter,Central,8,17,24,0.708333333,0.673780488,0.962882491
710,12/11/11,12,11,2011,11winter,Central,8,17,24,0.708333333,0.673780488,0.962882491
711,12/12/11,12,12,2011,11winter,Central,8,23,24,0.958333333,0.911585366,1.268884625
712,12/13/11,12,13,2011,11winter,Central,8,20,24,0.833333333,0.792682927,1.098063777
713,12/14/11,12,14,2011,11winter,Central,8,22,24,0.916666667,0.87195122,1.204843658
714,12/15/11,12,15,2011,11winter,Central,8,23,24,0.958333333,0.911585366,1.268884625
715,12/16/11,12,16,2011,11winter,Central,8,24,24,1,0.951219512,1.34809704
716,12/17/11,12,17,2011,11winter,Central,8,21,24,0.875,0.832317073,1.148900192
717,12/18/11,12,18,2011,11winter,Central,8,22,24,0.916666667,0.87195122,1.204843658
718,12/19/11,12,19,2011,11winter,Central,8,23,24,0.958333333,0.911585366,1.268884625
719,12/20/11,12,20,2011,11winter,Central,8,11,24,0.458333333,0.43597561,0.721197507
720,12/21/11,12,21,2011,11winter,Central,8,23,24,0.958333333,0.911585366,1.268884625
721,12/22/11,12,22,2011,11winter,Central,8,15,24,0.625,0.594512195,0.880482429
722,12/23/11,12,23,2011,11winter,Central,8,5,24,0.208333333,0.198170732,0.461357081
723,12/24/11,12,24,2011,11winter,Central,8,4,24,0.166666667,0.158536585,0.409517237
724,12/25/11,12,25,2011,11winter,Central,8,18,24,0.75,0.713414634,1.005890016
725,12/26/11,12,26,2011,11winter,Central,8,13,24,0.541666667,0.515243902,0.800644428
726,12/27/11,12,27,2011,11winter,Central,8,4,24,0.166666667,0.158536585,0.409517237
727,12/28/11,12,28,2011,11winter,Central,8,14,24,0.583333333,0.554878049,0.840386994
728,12/29/11,12,29,2011,11winter,Central,8,19,24,0.791666667,0.75304878,1.050725194
729,12/30/11,12,30,2011,11winter,Central,8,11,24,0.458333333,0.43597561,0.721197507
730,12/31/11,12,31,2011,11winter,Central,8,16,24,0.666666667,0.634146341,0.921208313
731,01/01/12,1,1,2012,11winter,Central,8,24,24,1,0.951219512,1.34809704
732,01/02/12,1,2,2012,11winter,Central,8,15,24,0.625,0.594512195,0.880482429
733,01/03/12,1,3,2012,11winter,Central,8,23,24,0.958333333,0.911585366,1.268884625
734,01/04/12,1,4,2012,11winter,Central,8,24,24,1,0.951219512,1.34809704
735,01/05/12,1,5,2012,11winter,Central,8,24,24,1,0.951219512,1.34809704
736,01/06/12,1,6,2012,11winter,Central,8,24,24,1,0.951219512,1.34809704
737,01/07/12,1,7,2012,11winter,Central,8,24,24,1,0.951219512,1.34809704
738,01/08/12,1,8,2012,11winter,Central,8,24,24,1,0.951219512,1.34809704
739,01/09/12,1,9,2012,11winter,Central,8,22,24,0.916666667,0.87195122,1.204843658
740,01/10/12,1,10,2012,11winter,Central,8,22,24,0.916666667,0.87195122,1.204843658
741,01/11/12,1,11,2012,11winter,Central,8,2,24,0.083333333,0.079268293,0.285405169
742,01/12/12,1,12,2012,11winter,Central,8,19,24,0.791666667,0.75304878,1.050725194
743,01/13/12,1,13,2012,11winter,Central,8,22,24,0.916666667,0.87195122,1.204843658
744,01/14/12,1,14,2012,11winter,Central,8,24,24,1,0.951219512,1.34809704
745,01/15/12,1,15,2012,11winter,Central,8,24,24,1,0.951219512,1.34809704
746,01/16/12,1,16,2012,11winter,Central,8,24,24,1,0.951219512,1.34809704
747,01/17/12,1,17,2012,11winter,Central,8,24,24,1,0.951219512,1.34809704
748,01/18/12,1,18,2012,11winter,Central,8,23,24,0.958333333,0.911585366,1.268884625
749,01/19/12,1,19,2012,11winter,Central,8,24,24,1,0.951219512,1.34809704
750,01/20/12,1,20,2012,11winter,Central,8,24,24,1,0.951219512,1.34809704
751,01/21/12,1,21,2012,11winter,Central,8,24,24,1,0.951219512,1.34809704
752,01/22/12,1,22,2012,11winter,Central,8,21,24,0.875,0.832317073,1.148900192
753,01/23/12,1,23,2012,11winter,Central,8,14,24,0.583333333,0.554878049,0.840386994
754,01/24/12,1,24,2012,11winter,Central,8,23,24,0.958333333,0.911585366,1.268884625
755,01/25/12,1,25,2012,11winter,Central,8,24,24,1,0.951219512,1.34809704
756,01/26/12,1,26,2012,11winter,Central,8,24,24,1,0.951219512,1.34809704
757,01/27/12,1,27,2012,11winter,Central,8,24,24,1,0.951219512,1.34809704
758,01/28/12,1,28,2012,11winter,Central,8,24,24,1,0.951219512,1.34809704
759,01/29/12,1,29,2012,11winter,Central,8,22,24,0.916666667,0.87195122,1.204843658
760,01/30/12,1,30,2012,11winter,Central,8,23,24,0.958333333,0.911585366,1.268884625
761,01/31/12,1,31,2012,11winter,Central,8,23,24,0.958333333,0.911585366,1.268884625
762,02/01/12,2,1,2012,11winter,Central,8,23,24,0.958333333,0.911585366,1.268884625
763,02/02/12,2,2,2012,11winter,Central,8,19,24,0.791666667,0.75304878,1.050725194
764,02/03/12,2,3,2012,11winter,Central,8,22,24,0.916666667,0.87195122,1.204843658
765,02/04/12,2,4,2012,11winter,Central,8,21,24,0.875,0.832317073,1.148900192
766,02/05/12,2,5,2012,11winter,Central,8,23,24,0.958333333,0.911585366,1.268884625
767,02/06/12,2,6,2012,11winter,Central,8,21,24,0.875,0.832317073,1.148900192
768,02/07/12,2,7,2012,11winter,Central,8,24,24,1,0.951219512,1.34809704
769,02/08/12,2,8,2012,11winter,Central,8,18,24,0.75,0.713414634,1.005890016
770,02/09/12,2,9,2012,11winter,Central,8,24,24,1,0.951219512,1.34809704
771,02/10/12,2,10,2012,11winter,Central,8,17,24,0.708333333,0.673780488,0.962882491
772,02/11/12,2,11,2012,11winter,Central,8,6,24,0.25,0.237804878,0.509398743
773,02/12/12,2,12,2012,11winter,Central,8,21,24,0.875,0.832317073,1.148900192
774,02/13/12,2,13,2012,11winter,Central,8,14,24,0.583333333,0.554878049,0.840386994
775,02/14/12,2,14,2012,11winter,Central,8,12,24,0.5,0.475609756,0.760998236
776,02/15/12,2,15,2012,11winter,Central,8,19,24,0.791666667,0.75304878,1.050725194
777,02/16/12,2,16,2012,11winter,Central,8,22,24,0.916666667,0.87195122,1.204843658
778,02/17/12,2,17,2012,11winter,Central,8,24,24,1,0.951219512,1.34809704
779,02/18/12,2,18,2012,11winter,Central,8,15,24,0.625,0.594512195,0.880482429
780,02/19/12,2,19,2012,11winter,Central,8,14,24,0.583333333,0.554878049,0.840386994
781,02/20/12,2,20,2012,11winter,Central,8,7,24,0.291666667,0.277439024,0.554742942
782,02/21/12,2,21,2012,11winter,Central,8,24,24,1,0.951219512,1.34809704
783,02/22/12,2,22,2012,11winter,Central,8,23,24,0.958333333,0.911585366,1.268884625
784,02/23/12,2,23,2012,11winter,Central,8,16,24,0.666666667,0.634146341,0.921208313
785,02/24/12,2,24,2012,11winter,Central,8,24,24,1,0.951219512,1.34809704
786,02/25/12,2,25,2012,11winter,Central,8,11,24,0.458333333,0.43597561,0.721197507
787,02/26/12,2,26,2012,11winter,Central,8,23,24,0.958333333,0.911585366,1.268884625
788,02/27/12,2,27,2012,11winter,Central,8,6,24,0.25,0.237804878,0.509398743
173,06/22/10,6,22,2010,10summer,Central,9,NA,NA,NA,NA,NA
174,06/23/10,6,23,2010,10summer,Central,9,NA,NA,NA,NA,NA
175,06/24/10,6,24,2010,10summer,Central,9,NA,NA,NA,NA,NA
176,06/25/10,6,25,2010,10summer,Central,9,NA,NA,NA,NA,NA
177,06/26/10,6,26,2010,10summer,Central,9,NA,NA,NA,NA,NA
178,06/27/10,6,27,2010,10summer,Central,9,NA,NA,NA,NA,NA
179,06/28/10,6,28,2010,10summer,Central,9,NA,NA,NA,NA,NA
180,06/29/10,6,29,2010,10summer,Central,9,NA,NA,NA,NA,NA
181,06/30/10,6,30,2010,10summer,Central,9,NA,NA,NA,NA,NA
182,07/01/10,7,1,2010,10summer,Central,9,NA,NA,NA,NA,NA
183,07/02/10,7,2,2010,10summer,Central,9,NA,NA,NA,NA,NA
184,07/03/10,7,3,2010,10summer,Central,9,NA,NA,NA,NA,NA
185,07/04/10,7,4,2010,10summer,Central,9,NA,NA,NA,NA,NA
186,07/05/10,7,5,2010,10summer,Central,9,NA,NA,NA,NA,NA
187,07/06/10,7,6,2010,10summer,Central,9,NA,NA,NA,NA,NA
188,07/07/10,7,7,2010,10summer,Central,9,NA,NA,NA,NA,NA
189,07/08/10,7,8,2010,10summer,Central,9,NA,NA,NA,NA,NA
190,07/09/10,7,9,2010,10summer,Central,9,NA,NA,NA,NA,NA
191,07/10/10,7,10,2010,10summer,Central,9,NA,NA,NA,NA,NA
192,07/11/10,7,11,2010,10summer,Central,9,NA,NA,NA,NA,NA
193,07/12/10,7,12,2010,10summer,Central,9,24,24,1,1,1.570796327
194,07/13/10,7,13,2010,10summer,Central,9,24,24,1,1,1.570796327
195,07/14/10,7,14,2010,10summer,Central,9,24,24,1,1,1.570796327
196,07/15/10,7,15,2010,10summer,Central,9,24,24,1,1,1.570796327
197,07/16/10,7,16,2010,10summer,Central,9,23,24,0.958333333,0.958333333,1.365227396
198,07/17/10,7,17,2010,10summer,Central,9,24,24,1,1,1.570796327
199,07/18/10,7,18,2010,10summer,Central,9,23,24,0.958333333,0.958333333,1.365227396
200,07/19/10,7,19,2010,10summer,Central,9,24,24,1,1,1.570796327
201,07/20/10,7,20,2010,10summer,Central,9,24,24,1,1,1.570796327
202,07/21/10,7,21,2010,10summer,Central,9,24,24,1,1,1.570796327
203,07/22/10,7,22,2010,10summer,Central,9,23,24,0.958333333,0.958333333,1.365227396
204,07/23/10,7,23,2010,10summer,Central,9,24,24,1,1,1.570796327
205,07/24/10,7,24,2010,10summer,Central,9,23,24,0.958333333,0.958333333,1.365227396
206,07/25/10,7,25,2010,10summer,Central,9,24,24,1,1,1.570796327
207,07/26/10,7,26,2010,10summer,Central,9,24,24,1,1,1.570796327
208,07/27/10,7,27,2010,10summer,Central,9,24,24,1,1,1.570796327
209,07/28/10,7,28,2010,10summer,Central,9,24,24,1,1,1.570796327
210,07/29/10,7,29,2010,10summer,Central,9,24,24,1,1,1.570796327
211,07/30/10,7,30,2010,10summer,Central,9,24,24,1,1,1.570796327
212,07/31/10,7,31,2010,10summer,Central,9,24,24,1,1,1.570796327
213,08/01/10,8,1,2010,10summer,Central,9,24,24,1,1,1.570796327
214,08/02/10,8,2,2010,10summer,Central,9,24,24,1,1,1.570796327
215,08/03/10,8,3,2010,10summer,Central,9,24,24,1,1,1.570796327
216,08/04/10,8,4,2010,10summer,Central,9,24,24,1,1,1.570796327
217,08/05/10,8,5,2010,10summer,Central,9,24,24,1,1,1.570796327
218,08/06/10,8,6,2010,10summer,Central,9,24,24,1,1,1.570796327
219,08/07/10,8,7,2010,10summer,Central,9,24,24,1,1,1.570796327
220,08/08/10,8,8,2010,10summer,Central,9,24,24,1,1,1.570796327
221,08/09/10,8,9,2010,10summer,Central,9,24,24,1,1,1.570796327
222,08/10/10,8,10,2010,10summer,Central,9,17,24,0.708333333,0.708333333,1.000285879
223,08/11/10,8,11,2010,10summer,Central,9,24,24,1,1,1.570796327
224,08/12/10,8,12,2010,10summer,Central,9,24,24,1,1,1.570796327
225,08/13/10,8,13,2010,10summer,Central,9,16,24,0.666666667,0.666666667,0.955316618
226,08/14/10,8,14,2010,10summer,Central,9,15,24,0.625,0.625,0.911738291
227,08/15/10,8,15,2010,10summer,Central,9,23,24,0.958333333,0.958333333,1.365227396
228,08/16/10,8,16,2010,10summer,Central,9,23,24,0.958333333,0.958333333,1.365227396
229,08/17/10,8,17,2010,10summer,Central,9,14,24,0.583333333,0.583333333,0.869122203
230,08/18/10,8,18,2010,10summer,Central,9,24,24,1,1,1.570796327
231,08/19/10,8,19,2010,10summer,Central,9,24,24,1,1,1.570796327
232,08/20/10,8,20,2010,10summer,Central,9,24,24,1,1,1.570796327
233,08/21/10,8,21,2010,10summer,Central,9,24,24,1,1,1.570796327
234,08/22/10,8,22,2010,10summer,Central,9,24,24,1,1,1.570796327
235,08/23/10,8,23,2010,10summer,Central,9,23,24,0.958333333,0.958333333,1.365227396
236,08/24/10,8,24,2010,10summer,Central,9,24,24,1,1,1.570796327
237,08/25/10,8,25,2010,10summer,Central,9,24,24,1,1,1.570796327
238,08/26/10,8,26,2010,10summer,Central,9,24,24,1,1,1.570796327
239,08/27/10,8,27,2010,10summer,Central,9,24,24,1,1,1.570796327
240,08/28/10,8,28,2010,10summer,Central,9,24,24,1,1,1.570796327
241,08/29/10,8,29,2010,10summer,Central,9,21,24,0.875,0.875,1.209429203
242,08/30/10,8,30,2010,10summer,Central,9,24,24,1,1,1.570796327
243,08/31/10,8,31,2010,10summer,Central,9,24,24,1,1,1.570796327
244,09/01/10,9,1,2010,10summer,Central,9,24,24,1,1,1.570796327
245,09/02/10,9,2,2010,10summer,Central,9,24,24,1,1,1.570796327
246,09/03/10,9,3,2010,10summer,Central,9,24,24,1,1,1.570796327
247,09/04/10,9,4,2010,10summer,Central,9,24,24,1,1,1.570796327
248,09/05/10,9,5,2010,10summer,Central,9,24,24,1,1,1.570796327
249,09/06/10,9,6,2010,10summer,Central,9,24,24,1,1,1.570796327
250,09/07/10,9,7,2010,10summer,Central,9,24,24,1,1,1.570796327
251,09/08/10,9,8,2010,10summer,Central,9,24,24,1,1,1.570796327
252,09/09/10,9,9,2010,10summer,Central,9,24,24,1,1,1.570796327
253,09/10/10,9,10,2010,10summer,Central,9,24,24,1,1,1.570796327
254,09/11/10,9,11,2010,10summer,Central,9,24,24,1,1,1.570796327
255,09/12/10,9,12,2010,10summer,Central,9,24,24,1,1,1.570796327
256,09/13/10,9,13,2010,10summer,Central,9,20,24,0.833333333,0.833333333,1.150261992
257,09/14/10,9,14,2010,10summer,Central,9,24,24,1,1,1.570796327
258,09/15/10,9,15,2010,10summer,Central,9,18,24,0.75,0.75,1.047197551
259,09/16/10,9,16,2010,10summer,Central,9,15,24,0.625,0.625,0.911738291
260,09/17/10,9,17,2010,10summer,Central,9,13,24,0.541666667,0.541666667,0.827113207
261,09/18/10,9,18,2010,10summer,Central,9,17,24,0.708333333,0.708333333,1.000285879
262,09/19/10,9,19,2010,10summer,Central,9,24,24,1,1,1.570796327
263,09/20/10,9,20,2010,10summer,Central,9,24,24,1,1,1.570796327
264,09/21/10,9,21,2010,10summer,Central,9,23,24,0.958333333,0.958333333,1.365227396
265,09/22/10,9,22,2010,10summer,Central,9,13,24,0.541666667,0.541666667,0.827113207
266,09/23/10,9,23,2010,10summer,Central,9,22,24,0.916666667,0.916666667,1.277953555
267,09/24/10,9,24,2010,10summer,Central,9,20,24,0.833333333,0.833333333,1.150261992
268,09/25/10,9,25,2010,10summer,Central,9,24,24,1,1,1.570796327
269,09/26/10,9,26,2010,10summer,Central,9,22,24,0.916666667,0.916666667,1.277953555
270,09/27/10,9,27,2010,10summer,Central,9,24,24,1,1,1.570796327
271,09/28/10,9,28,2010,10summer,Central,9,24,24,1,1,1.570796327
272,09/29/10,9,29,2010,10summer,Central,9,24,24,1,1,1.570796327
273,09/30/10,9,30,2010,10summer,Central,9,23,24,0.958333333,0.958333333,1.365227396
274,10/01/10,10,1,2010,10summer,Central,9,24,24,1,1,1.570796327
275,10/02/10,10,2,2010,10summer,Central,9,24,24,1,1,1.570796327
276,10/03/10,10,3,2010,10summer,Central,9,23,24,0.958333333,0.958333333,1.365227396
277,10/04/10,10,4,2010,10summer,Central,9,22,24,0.916666667,0.916666667,1.277953555
278,10/05/10,10,5,2010,10summer,Central,9,22,24,0.916666667,0.916666667,1.277953555
279,10/06/10,10,6,2010,10summer,Central,9,19,24,0.791666667,0.791666667,1.096811456
280,10/07/10,10,7,2010,10summer,Central,9,24,24,1,1,1.570796327
281,10/08/10,10,8,2010,10summer,Central,9,23,24,0.958333333,0.958333333,1.365227396
282,10/09/10,10,9,2010,10summer,Central,9,NA,NA,NA,NA,NA
283,10/10/10,10,10,2010,10summer,Central,9,24,24,1,0.953488372,1.353422962
284,10/11/10,10,11,2010,10summer,Central,9,24,24,1,0.953488372,1.353422962
285,10/12/10,10,12,2010,10summer,Central,9,18,24,0.75,0.715116279,1.007773354
286,10/13/10,10,13,2010,10summer,Central,9,24,24,1,0.953488372,1.353422962
287,10/14/10,10,14,2010,10summer,Central,9,19,24,0.791666667,0.754844961,1.052810337
288,10/15/10,10,15,2010,10summer,Central,9,24,24,1,0.953488372,1.353422962
289,10/16/10,10,16,2010,10summer,Central,9,24,24,1,0.953488372,1.353422962
290,10/17/10,10,17,2010,10summer,Central,9,20,24,0.833333333,0.794573643,1.100399728
291,10/18/10,10,18,2010,10summer,Central,9,24,24,1,0.953488372,1.353422962
292,10/19/10,10,19,2010,10summer,Central,9,24,24,1,0.953488372,1.353422962
293,10/20/10,10,20,2010,10summer,Central,9,21,24,0.875,0.834302326,1.151563548
294,10/21/10,10,21,2010,10summer,Central,9,24,24,1,0.953488372,1.353422962
295,10/22/10,10,22,2010,10summer,Central,9,23,24,0.958333333,0.91375969,1.272735588
296,10/23/10,10,23,2010,10summer,Central,9,18,24,0.75,0.715116279,1.007773354
297,10/24/10,10,24,2010,10summer,Central,9,23,24,0.958333333,0.91375969,1.272735588
298,10/25/10,10,25,2010,10summer,Central,9,24,24,1,0.953488372,1.353422962
299,10/26/10,10,26,2010,10summer,Central,9,22,24,0.916666667,0.874031008,1.207966648
300,10/27/10,10,27,2010,10summer,Central,9,24,24,1,0.953488372,1.353422962
301,10/28/10,10,28,2010,10summer,Central,9,23,24,0.958333333,0.91375969,1.272735588
302,10/29/10,10,29,2010,10summer,Central,9,17,24,0.708333333,0.675387597,0.964597547
303,10/30/10,10,30,2010,10summer,Central,9,23,24,0.958333333,0.91375969,1.272735588
